date,final_score,bias,sentiment_score,macro_score,bonds_score,futures_vix_score,mes_score,daily_change_pct,open,close,direction,sectors_score
2026-06-01,51,🔒 NEUTRAL,50,50,50,50,56,0.22,6263.5,6277.25,0,50
